customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,txn_count,avg_amount,std_amount,min_amount,max_amount,first_txn,last_txn,days_since_last_txn
BANK10020,796,United Kingdom,Female,75,17,1800.73,4,1,1,22500.58,0,7.0,-31.44,109.15,-184.83,130.67,2023-01-24,2023-10-16,77.0
BANK10021,627,Spain,Female,63,5,460.18,2,0,0,43195.08,0,5.0,66.1,148.41,-18.85,330.75,2023-02-11,2023-11-24,38.0
BANK10022,656,France,Male,78,0,17057.04,3,0,1,33059.11,0,3.0,101.29,123.26,1.45,239.06,2023-03-29,2023-11-09,53.0
BANK10023,507,United Kingdom,Female,52,0,1539.27,1,1,1,18453.97,1,7.0,15.55,37.54,-13.15,78.5,2023-02-08,2023-08-28,126.0
BANK10024,595,France,Female,65,2,5863.51,2,1,0,67391.64,1,9.0,33.28,72.09,-70.01,190.65,2023-01-03,2023-12-23,9.0
BANK10025,661,Spain,Female,32,2,478.83,5,0,0,24917.77,0,6.0,-1.04,41.08,-45.01,65.57,2023-01-30,2023-12-12,20.0
BANK10026,534,Germany,Male,24,6,12218.96,3,0,1,59931.23,1,8.0,3.11,34.64,-36.04,59.2,2023-02-23,2023-12-06,26.0
BANK10027,687,United States,Female,32,2,4467.16,4,1,0,23145.54,1,4.0,32.89,33.08,4.84,73.8,2023-02-17,2023-10-15,78.0
BANK10028,589,United Kingdom,Female,62,0,5348.26,1,1,0,20214.88,1,1.0,-110.04,,-110.04,-110.04,2023-09-16,2023-09-16,107.0
BANK10029,620,France,Male,23,1,7611.36,4,0,0,22470.75,0,1.0,27.9,,27.9,27.9,2023-09-09,2023-09-09,114.0
BANK10030,589,Germany,Male,64,4,4655.95,2,0,1,23731.32,0,6.0,-28.19,266.89,-527.55,273.82,2023-03-04,2023-12-19,13.0
BANK10031,835,Germany,Female,34,7,367.73,2,1,1,25090.56,0,7.0,0.61,27.45,-33.68,47.54,2023-01-30,2024-01-01,0.0
BANK10032,648,United Kingdom,Female,21,0,2806.93,1,1,1,49729.94,0,8.0,-76.59,186.7,-512.92,37.47,2023-01-03,2023-08-01,153.0
BANK10033,544,United Kingdom,Male,39,2,1519.26,2,1,1,84942.71,0,7.0,78.45,140.17,-20.13,374.06,2023-02-19,2023-11-21,41.0
BANK10034,732,Germany,Male,49,0,3334.64,2,1,1,64229.03,0,7.0,188.89,534.05,-61.99,1398.12,2023-03-06,2023-12-26,6.0
BANK10035,527,United States,Male,76,2,2590.3,3,1,1,36917.48,1,4.0,2.97,9.37,-7.77,11.7,2023-01-03,2023-05-01,245.0
BANK10036,670,United States,Female,39,0,8758.84,4,1,1,32884.2,1,6.0,10.48,75.19,-63.64,155.61,2023-01-10,2023-05-20,226.0
BANK10037,454,France,Male,44,8,1418.77,2,0,1,32655.78,0,6.0,132.46,397.61,-93.6,941.16,2023-01-05,2023-12-07,25.0
BANK10038,517,United States,Female,63,3,1123.86,5,1,1,15033.14,1,4.0,11.46,56.05,-50.92,73.12,2023-08-04,2023-12-26,6.0
BANK10039,669,Germany,Female,32,5,15860.71,4,0,0,39291.16,0,6.0,-7.85,15.83,-33.59,8.88,2023-02-24,2023-10-31,62.0
BANK10040,723,Germany,Female,77,19,14930.55,2,1,1,44965.42,0,4.0,182.25,366.02,-10.44,731.07,2023-09-08,2023-12-08,24.0
BANK10041,667,Spain,Female,61,0,25152.89,1,0,1,25195.06,0,8.0,71.58,183.21,-25.6,518.29,2023-04-17,2023-08-12,142.0
BANK10042,638,Germany,Male,68,3,4201.06,1,1,0,20417.46,1,9.0,13.83,30.18,-18.62,85.96,2023-02-10,2023-12-29,3.0
BANK10043,619,United States,Male,39,6,600.36,1,1,0,36040.89,0,8.0,4.4,17.02,-24.15,38.26,2023-02-12,2023-11-25,37.0
BANK10044,502,France,Female,45,2,10608.31,4,1,0,52141.9,1,7.0,-12.67,63.69,-102.35,67.55,2023-04-06,2023-11-25,37.0
BANK10045,578,Spain,Male,59,3,783.94,1,1,1,24783.58,0,6.0,-12.14,55.24,-117.31,37.15,2023-03-18,2023-12-29,3.0
BANK10046,603,United States,Female,55,1,845.61,1,1,0,23730.25,1,3.0,24.73,41.6,0.67,72.76,2023-04-09,2023-12-13,19.0
BANK10047,755,France,Male,77,3,1074.62,1,1,1,28326.72,0,5.0,15.3,138.99,-122.73,249.54,2023-05-11,2023-10-08,85.0
BANK10048,684,United States,Female,74,1,5298.19,1,1,0,43541.46,1,6.0,19.24,44.55,-20.78,89.14,2023-09-06,2023-12-18,14.0
BANK10049,473,Spain,Female,26,1,566.96,1,0,1,27040.91,0,6.0,25.92,129.05,-65.76,280.45,2023-01-11,2023-12-11,21.0
BANK10050,682,Germany,Male,51,0,7531.74,1,0,0,67111.96,1,4.0,50.94,146.97,-95.7,254.26,2023-01-13,2023-10-24,69.0
BANK10051,611,Spain,Female,53,0,300.09,5,0,1,30321.94,0,3.0,-23.19,47.65,-77.74,10.36,2023-07-25,2023-12-23,9.0
BANK10052,582,Germany,Female,26,0,585.18,1,1,1,29115.35,1,12.0,7.74,12.68,-16.68,29.0,2023-02-01,2023-12-17,15.0
BANK10053,711,Spain,Male,32,0,2850.11,1,1,1,37248.46,1,7.0,27.18,47.1,-33.34,117.17,2023-01-04,2023-12-27,5.0
BANK10054,753,United Kingdom,Female,79,1,2383.5,5,1,1,54061.04,0,8.0,1.96,13.59,-15.64,26.63,2023-01-03,2023-08-30,124.0
BANK10055,743,United States,Female,62,0,22882.07,3,1,1,46148.47,0,3.0,13.05,8.28,6.47,22.35,2023-02-15,2023-10-05,88.0
BANK10056,566,United States,Female,37,0,17035.67,1,1,1,17333.85,0,5.0,5.59,11.08,-7.89,22.8,2023-01-04,2023-05-21,225.0
BANK10057,619,United Kingdom,Male,25,4,1051.64,1,1,1,44464.16,0,8.0,68.01,121.03,-38.95,321.95,2023-01-04,2023-12-19,13.0
BANK10058,683,Germany,Female,75,4,14655.86,1,1,1,54337.86,0,7.0,151.22,337.93,-7.39,907.71,2023-05-10,2023-12-17,15.0
BANK10059,747,United States,Female,45,4,5892.53,3,1,1,56338.07,0,4.0,12.7,20.28,-2.43,41.97,2023-02-11,2023-11-29,33.0
BANK10060,602,United Kingdom,Male,68,7,2628.37,1,0,1,66027.56,0,4.0,-1.41,10.52,-10.03,13.88,2023-03-01,2023-12-08,24.0
BANK10061,631,United States,Male,36,0,6728.28,3,1,1,89288.01,0,7.0,53.63,118.97,-2.64,322.06,2023-02-09,2023-11-08,54.0
BANK10062,539,France,Male,74,0,11519.98,3,1,1,37782.32,0,5.0,-28.06,84.32,-175.66,30.82,2023-02-10,2023-07-29,156.0
BANK10063,530,Germany,Male,33,1,993.12,1,1,0,31788.75,1,6.0,-19.26,52.48,-118.78,20.13,2023-04-29,2023-10-18,75.0
BANK10064,731,France,Female,28,7,1090.68,2,1,1,26255.44,0,7.0,16.7,151.41,-217.27,265.88,2023-04-14,2023-12-06,26.0
BANK10065,785,Germany,Male,59,4,2627.33,5,1,0,22554.52,0,3.0,13.31,18.21,-7.69,24.69,2023-03-20,2023-06-25,190.0
BANK10066,642,United Kingdom,Female,25,1,926.9,4,1,1,30255.91,0,6.0,26.86,42.78,-4.93,108.63,2023-02-05,2023-12-09,23.0
BANK10067,750,Germany,Female,50,0,2234.54,3,1,0,29497.91,0,2.0,-13.53,46.54,-46.44,19.38,2023-01-11,2023-05-26,220.0
BANK10068,686,Germany,Male,27,2,5187.94,2,1,1,23780.5,0,5.0,3.42,19.15,-12.58,36.42,2023-01-29,2023-12-04,28.0
BANK10069,585,United Kingdom,Female,79,0,8378.37,2,0,0,39722.87,0,8.0,-81.47,258.33,-692.03,115.05,2023-01-11,2023-12-19,13.0
BANK10070,686,Germany,Male,35,2,1797.21,2,0,0,35602.28,1,8.0,26.52,58.15,-15.02,166.73,2023-01-09,2023-09-18,105.0
BANK10071,803,United States,Female,52,8,1654.55,4,1,1,37463.15,0,10.0,36.97,105.39,-108.44,260.09,2023-02-16,2023-12-27,5.0
BANK10072,646,Spain,Male,79,2,7564.8,3,0,1,24510.65,0,8.0,7.65,64.91,-103.96,77.41,2023-01-20,2023-11-16,46.0
BANK10073,806,United Kingdom,Male,60,7,2398.46,4,1,0,43227.01,0,10.0,19.15,17.59,-9.57,39.86,2023-02-06,2023-10-19,74.0
BANK10074,388,Spain,Male,67,1,8531.82,5,1,1,27864.0,0,7.0,23.78,31.49,-10.03,80.09,2023-01-20,2023-11-29,33.0
BANK10075,732,United Kingdom,Male,20,3,25088.54,3,0,1,65456.53,0,2.0,-27.36,45.76,-59.71,5.0,2023-03-07,2023-09-19,104.0
BANK10076,658,United Kingdom,Male,57,6,19477.96,3,1,1,15081.32,0,4.0,14.69,78.0,-51.03,123.08,2023-01-23,2023-09-28,95.0
BANK10077,620,France,Male,44,2,5433.72,2,1,0,28950.18,1,3.0,2.77,8.15,-2.65,12.14,2023-08-12,2023-10-21,72.0
BANK10078,659,France,Female,76,2,2351.72,1,0,0,44206.84,0,11.0,15.93,24.04,-8.01,60.79,2023-01-03,2023-12-21,11.0
BANK10079,451,Germany,Male,45,3,338.66,2,1,1,21481.09,0,7.0,46.3,107.05,-58.49,271.33,2023-01-17,2023-12-23,9.0
BANK10080,628,Spain,Male,63,6,6697.83,2,1,1,61449.41,0,9.0,7.69,100.45,-105.76,258.02,2023-04-16,2023-10-11,82.0
BANK10081,685,United Kingdom,Female,23,0,19076.12,1,1,0,54575.16,1,6.0,1.68,39.23,-53.66,62.2,2023-01-13,2023-10-23,70.0
BANK10082,797,Germany,Female,64,1,352.03,2,1,0,71580.27,0,3.0,-179.47,196.85,-404.92,-41.62,2023-01-17,2023-11-10,52.0
BANK10083,598,United States,Female,31,1,30.93,4,0,1,60650.99,0,4.0,110.03,92.79,17.38,210.38,2023-02-14,2023-09-06,117.0
BANK10084,569,United Kingdom,Male,24,7,8912.3,5,1,1,48589.98,0,4.0,-7.0,40.13,-66.21,22.13,2023-06-05,2023-12-28,4.0
BANK10085,599,United States,Female,27,9,539.37,4,0,1,38385.13,0,3.0,2.95,13.61,-7.2,18.41,2023-07-27,2023-10-06,87.0
BANK10086,741,Germany,Female,32,0,425.74,1,0,1,22426.09,1,1.0,-6.05,,-6.05,-6.05,2023-06-07,2023-06-07,208.0
BANK10087,682,France,Male,48,0,12058.43,1,1,1,62282.99,0,5.0,13.27,79.29,-63.66,147.48,2023-01-05,2023-12-20,12.0
BANK10088,597,Germany,Male,46,8,414.52,2,0,1,27985.69,0,1.0,-435.85,,-435.85,-435.85,2023-10-11,2023-10-11,82.0
BANK10089,701,United States,Female,59,1,605.29,1,0,1,33227.93,0,4.0,11.32,15.08,-5.38,30.36,2023-03-06,2023-12-04,28.0
BANK10090,659,United Kingdom,Male,71,0,4214.9,3,1,0,30995.01,0,4.0,22.41,31.84,-3.09,68.71,2023-04-04,2023-12-04,28.0
BANK10091,746,Spain,Female,34,0,7069.65,1,1,0,29158.27,0,6.0,1.18,54.82,-51.62,99.86,2023-03-24,2023-12-06,26.0
BANK10092,579,Germany,Male,76,0,2550.56,2,0,1,57548.53,0,1.0,121.72,,121.72,121.72,2023-02-08,2023-02-08,327.0
BANK10093,617,United Kingdom,Male,68,3,2728.72,1,1,1,52132.08,0,11.0,89.05,239.68,-90.55,731.47,2023-02-01,2023-11-23,39.0
BANK10094,610,France,Female,46,1,5006.87,3,0,1,44643.3,0,9.0,48.71,96.47,-5.47,286.89,2023-01-12,2023-12-06,26.0
BANK10095,503,France,Female,66,2,3520.29,4,1,0,36407.78,1,5.0,-15.66,30.23,-66.47,12.08,2023-01-28,2023-10-26,67.0
BANK10096,679,France,Female,61,7,94.02,5,1,1,18377.31,0,7.0,27.09,69.33,-20.38,171.77,2023-02-13,2023-12-15,17.0
BANK10097,676,United Kingdom,Female,32,0,602.84,5,1,1,35267.85,0,5.0,27.3,40.11,-3.24,93.92,2023-05-10,2023-12-19,13.0
BANK10098,650,Germany,Male,43,0,4356.59,2,1,0,61936.35,0,2.0,-6.74,0.59,-7.16,-6.32,2023-05-28,2023-06-30,185.0
BANK10099,626,United Kingdom,Male,29,5,7891.21,4,0,0,29797.64,0,4.0,36.23,173.22,-189.58,187.42,2023-03-04,2023-10-07,86.0
BANK10100,508,United Kingdom,Female,42,4,7200.65,3,0,0,29004.98,0,5.0,-12.42,34.05,-71.2,16.82,2023-01-09,2023-12-08,24.0
BANK10101,607,Spain,Male,78,0,6736.46,3,1,1,51165.0,0,2.0,22.04,37.7,-4.61,48.7,2023-05-06,2023-06-10,205.0
BANK10102,615,Spain,Female,58,1,7376.12,4,1,1,35906.12,0,5.0,276.67,562.63,-9.81,1282.21,2023-01-08,2023-12-30,2.0
BANK10103,569,Germany,Male,22,1,227.31,1,1,0,59526.72,1,6.0,-48.73,170.35,-382.42,100.04,2023-02-18,2023-11-16,46.0
BANK10104,633,Spain,Male,21,3,11273.81,5,1,0,25605.74,0,4.0,7.46,15.98,-8.4,27.61,2023-05-09,2023-09-11,112.0
BANK10105,690,France,Male,61,0,11003.89,2,0,1,39351.38,1,4.0,-16.34,41.67,-71.91,28.19,2023-09-29,2023-12-29,3.0
BANK10106,838,Spain,Female,65,2,3795.62,2,1,1,41358.21,0,6.0,21.93,54.57,-57.09,82.74,2023-02-16,2023-12-10,22.0
BANK10107,667,France,Male,58,0,1429.05,2,1,1,35125.0,0,4.0,-9.34,27.57,-29.15,30.05,2023-01-20,2023-11-09,53.0
BANK10108,675,Germany,Male,74,5,4484.63,4,1,1,62136.12,0,6.0,-1.62,26.61,-48.73,29.04,2023-01-09,2023-12-08,24.0
BANK10109,642,United Kingdom,Female,48,1,4080.94,3,1,1,36946.96,0,5.0,45.59,35.51,9.86,94.19,2023-02-27,2023-11-18,44.0
BANK10110,458,United Kingdom,Male,20,2,1261.3,3,1,0,47816.28,1,7.0,70.02,110.94,-17.67,266.94,2023-01-29,2023-12-29,3.0
BANK10111,647,Spain,Female,70,0,4620.73,1,1,0,35312.15,0,2.0,146.78,36.21,121.17,172.38,2023-02-23,2023-11-06,56.0
BANK10112,656,France,Female,20,0,7980.0,1,1,1,36050.23,0,10.0,-153.01,467.48,-1480.96,33.9,2023-02-07,2023-10-03,90.0
BANK10113,850,United States,Male,43,3,8202.24,3,1,1,41869.54,0,9.0,61.47,105.45,-11.7,248.52,2023-04-17,2023-11-23,39.0
BANK10114,630,United States,Female,67,4,307.77,1,1,1,25000.54,0,6.0,-89.15,297.07,-689.79,92.52,2023-04-08,2023-11-30,32.0
BANK10115,680,United States,Male,34,3,1098.02,1,0,0,28727.87,1,6.0,-11.32,98.15,-196.58,81.41,2023-03-28,2023-10-18,75.0
BANK10116,646,United Kingdom,Male,77,4,5516.47,1,1,0,34533.72,1,7.0,-6.99,12.74,-22.28,8.79,2023-04-08,2023-10-11,82.0
BANK10117,533,United Kingdom,Female,27,0,9824.57,1,1,1,37017.38,0,4.0,-46.27,152.5,-265.26,78.59,2023-02-12,2023-11-13,49.0
BANK10118,764,France,Female,19,3,3682.54,2,1,0,36100.45,0,8.0,103.82,99.16,-38.57,215.91,2023-01-02,2023-09-08,115.0
BANK10119,725,Spain,Female,41,0,6146.89,1,0,1,18109.23,0,7.0,-45.02,76.12,-197.93,5.22,2023-01-07,2023-09-09,114.0
BANK10120,729,United States,Female,28,0,106.49,4,1,1,54381.95,0,3.0,69.6,51.95,10.42,107.67,2023-02-06,2023-07-02,183.0
BANK10121,559,France,Male,41,4,4687.84,3,1,0,35557.73,0,12.0,10.05,57.97,-66.9,131.48,2023-01-17,2023-12-14,18.0
BANK10122,790,France,Male,52,6,16338.91,3,1,1,21529.89,0,1.0,-14.13,,-14.13,-14.13,2023-07-27,2023-07-27,158.0
BANK10123,509,Spain,Male,40,3,5408.99,2,0,0,30948.28,1,2.0,18.4,15.43,7.49,29.31,2023-02-15,2023-06-30,185.0
BANK10124,708,France,Female,49,4,12772.94,3,1,1,68350.78,0,4.0,-0.09,19.98,-17.03,28.84,2023-05-10,2023-10-21,72.0
BANK10125,850,Spain,Male,40,14,4173.66,2,1,1,27991.72,0,3.0,-4.81,21.78,-27.54,15.87,2023-04-01,2023-06-24,191.0
BANK10126,550,Germany,Female,51,0,9269.62,1,1,0,80019.33,1,5.0,23.74,77.35,-84.49,128.93,2023-03-10,2023-10-08,85.0
BANK10127,593,Spain,Female,58,10,662.87,1,0,1,30748.4,0,10.0,-54.27,70.92,-182.79,29.37,2023-01-05,2023-12-17,15.0
BANK10128,659,United States,Male,36,2,659.17,3,1,1,67902.1,0,6.0,22.64,29.17,-8.79,61.97,2023-02-07,2023-11-19,43.0
BANK10129,599,United States,Female,19,5,640.19,1,1,0,60873.38,1,6.0,61.9,54.73,-11.89,143.39,2023-02-22,2023-12-26,6.0
BANK10130,494,Spain,Male,77,3,3355.46,1,0,0,38481.94,1,7.0,22.72,41.68,-27.75,82.26,2023-01-31,2023-10-29,64.0
BANK10131,656,Germany,Female,68,2,2004.36,2,0,1,22025.3,1,4.0,-31.58,43.91,-95.62,2.21,2023-07-11,2023-11-21,41.0
BANK10132,543,Germany,Female,19,3,6350.31,3,1,1,25749.04,0,5.0,-6.05,42.76,-78.03,32.76,2023-01-12,2023-11-09,53.0
BANK10133,697,United States,Male,32,1,11645.77,4,1,1,32605.38,0,4.0,47.32,64.84,1.57,143.4,2023-02-25,2023-12-18,14.0
BANK10134,558,Germany,Female,73,7,4829.7,4,0,1,41691.99,1,4.0,59.81,110.59,-9.31,225.0,2023-03-15,2023-12-25,7.0
BANK10135,804,France,Male,38,0,1198.97,1,1,1,25506.54,0,6.0,8.49,69.68,-72.58,121.64,2023-03-05,2023-11-28,34.0
BANK10136,571,United Kingdom,Male,52,1,13359.33,5,1,1,18735.44,0,6.0,110.29,217.72,-23.75,548.15,2023-03-28,2023-09-26,97.0
BANK10137,617,France,Female,22,0,3752.37,4,1,0,35831.57,0,10.0,23.9,46.79,-41.92,126.11,2023-01-09,2023-10-03,90.0
BANK10138,731,United States,Female,60,0,6363.86,1,1,0,25033.33,0,4.0,7.57,32.81,-25.57,52.83,2023-01-20,2023-03-29,278.0
BANK10139,526,Germany,Male,44,0,11059.42,4,1,1,27041.6,1,3.0,86.07,131.1,-9.9,235.44,2023-03-21,2023-08-08,146.0
BANK10140,672,Spain,Female,41,0,22942.52,2,1,0,27722.83,0,5.0,-5.51,13.15,-20.43,10.95,2023-01-04,2023-09-17,106.0
BANK10141,780,United Kingdom,Female,24,2,3526.75,1,1,1,37340.31,0,5.0,21.23,60.86,-47.16,106.92,2023-04-01,2023-09-30,93.0
BANK10142,489,Spain,Male,23,1,8252.93,1,1,1,46949.29,0,8.0,-110.79,366.23,-946.19,338.42,2023-01-18,2024-01-01,0.0
BANK10143,668,United States,Female,63,0,4183.55,2,1,1,65089.55,0,2.0,-107.18,80.38,-164.01,-50.34,2023-06-24,2023-12-23,9.0
BANK10144,675,Germany,Female,78,0,3332.08,2,1,0,21565.04,0,2.0,-5.19,38.13,-32.15,21.77,2023-04-19,2023-11-08,54.0
BANK10145,728,Spain,Female,50,9,3857.84,5,1,1,29356.41,0,4.0,-28.62,60.14,-118.54,5.79,2023-01-25,2023-10-01,92.0
BANK10146,526,Spain,Male,75,0,3310.91,1,1,0,46180.01,1,3.0,-20.66,122.03,-159.35,70.26,2023-06-01,2023-07-21,164.0
BANK10147,517,United Kingdom,Female,66,1,2732.51,2,0,0,37018.58,1,4.0,23.75,83.8,-90.13,100.37,2023-02-06,2023-11-05,57.0
BANK10148,702,United Kingdom,Male,34,0,6431.71,1,0,1,24065.35,1,7.0,-18.46,59.29,-136.0,25.52,2023-01-04,2023-11-15,47.0
BANK10149,679,Germany,Male,63,0,1436.25,3,1,0,53534.93,0,4.0,77.83,103.14,15.16,230.73,2023-04-27,2023-11-08,54.0
BANK10150,675,United Kingdom,Male,59,3,4790.53,5,0,1,36728.35,0,2.0,-98.28,13.96,-108.15,-88.41,2023-04-12,2023-05-11,235.0
BANK10151,684,Spain,Male,47,1,6240.67,3,0,1,71650.2,0,5.0,-17.42,71.4,-132.34,63.95,2023-01-26,2023-08-29,125.0
BANK10152,581,Spain,Male,25,1,11132.33,2,1,0,38276.77,0,4.0,-30.03,99.98,-172.63,61.22,2023-01-21,2023-10-20,73.0
BANK10153,673,United States,Female,57,0,2016.42,4,1,1,29665.31,1,3.0,40.65,73.72,-6.19,125.62,2023-01-31,2023-10-15,78.0
BANK10154,679,Spain,Female,63,3,9852.01,1,1,0,29875.25,0,3.0,15.85,19.91,-5.64,33.66,2023-08-15,2023-10-31,62.0
BANK10155,578,Germany,Female,24,4,14528.65,5,1,1,20434.6,0,3.0,-15.17,88.43,-111.48,62.35,2023-01-27,2023-11-13,49.0
BANK10156,836,France,Male,23,0,5230.28,3,1,0,64225.22,1,3.0,-54.55,65.03,-124.96,3.26,2023-01-27,2023-10-16,77.0
BANK10157,697,United States,Male,21,0,7379.63,3,1,1,34856.08,0,8.0,22.46,68.91,-49.12,172.2,2023-01-02,2023-12-13,19.0
BANK10158,530,United States,Female,18,0,2601.91,4,1,1,17582.52,1,4.0,-859.63,1835.47,-3611.63,133.94,2023-02-16,2023-11-04,58.0
BANK10159,715,Germany,Female,32,3,15196.9,3,0,1,52218.85,0,5.0,102.32,410.68,-296.85,799.2,2023-02-25,2023-11-25,37.0
BANK10160,552,Germany,Female,48,0,5556.38,3,1,0,23558.64,1,8.0,0.98,40.63,-86.92,35.45,2023-03-14,2023-12-02,30.0
BANK10161,728,United Kingdom,Female,42,2,1856.45,3,1,1,45297.57,0,6.0,-66.19,82.91,-178.19,20.6,2023-03-19,2023-11-20,42.0
BANK10162,765,United States,Female,64,0,2589.77,1,0,1,29889.62,1,5.0,61.49,48.27,1.77,128.59,2023-01-16,2023-08-11,143.0
BANK10163,567,United Kingdom,Female,50,0,4808.47,2,1,1,44825.5,0,5.0,21.42,26.29,-20.45,41.53,2023-01-12,2023-12-15,17.0
BANK10164,746,Spain,Female,69,0,1333.75,5,1,1,20750.16,1,8.0,11.04,28.46,-35.18,55.24,2023-04-24,2023-12-15,17.0
BANK10165,691,United States,Male,52,1,7010.38,1,0,1,40582.74,0,3.0,-20.96,41.37,-68.73,2.99,2023-06-23,2023-09-12,111.0
BANK10166,732,United States,Female,72,0,1272.47,2,0,0,26402.67,1,5.0,26.15,72.37,-51.18,145.31,2023-01-08,2023-12-11,21.0
BANK10167,839,France,Female,22,1,4479.86,1,1,0,17722.63,1,5.0,0.9,72.34,-100.53,99.94,2023-02-18,2023-12-06,26.0
BANK10168,625,United States,Male,22,2,5970.22,2,0,1,46100.08,0,2.0,9.45,12.36,0.71,18.19,2023-02-10,2023-08-18,136.0
BANK10169,574,Spain,Female,53,1,9821.57,3,1,0,33762.23,0,4.0,-79.01,171.37,-331.16,51.3,2023-04-06,2023-12-07,25.0
BANK10170,561,United Kingdom,Male,34,3,6619.42,3,1,1,28343.7,0,6.0,-10.99,118.49,-161.11,189.18,2023-01-04,2023-11-13,49.0
BANK10171,568,United Kingdom,Male,70,4,8017.9,2,1,0,29311.73,0,8.0,28.92,85.98,-57.05,223.14,2023-02-16,2023-07-02,183.0
BANK10172,642,France,Female,69,3,12205.32,5,0,1,47169.35,0,4.0,-136.35,273.41,-546.05,16.87,2023-01-27,2023-07-21,164.0
BANK10173,684,Spain,Male,31,8,4553.68,4,1,0,36688.37,0,7.0,-17.04,23.12,-54.14,17.82,2023-01-01,2023-11-12,50.0
BANK10174,677,United Kingdom,Female,75,0,9363.11,1,0,1,45836.78,1,3.0,-1.91,18.56,-13.65,19.49,2023-03-24,2023-12-04,28.0
BANK10175,732,Germany,Female,46,0,1319.0,2,0,0,36376.83,0,5.0,32.16,92.75,-61.7,178.24,2023-02-10,2023-11-07,55.0
BANK10176,651,Spain,Male,25,2,8429.79,4,1,0,53786.04,0,9.0,-38.79,166.15,-475.69,75.07,2023-01-10,2023-12-20,12.0
BANK10177,795,Spain,Male,51,2,1253.13,1,0,1,20742.86,1,5.0,3.51,16.57,-13.94,30.19,2023-04-01,2023-10-29,64.0
BANK10178,623,France,Female,57,2,13638.4,3,1,1,20249.84,0,4.0,12.4,15.51,-4.32,30.92,2023-03-20,2023-11-18,44.0
BANK10179,850,United Kingdom,Female,18,0,2002.19,1,0,1,44719.9,0,4.0,24.04,18.7,4.01,48.14,2023-03-15,2023-09-21,102.0
BANK10180,712,Spain,Female,46,2,942.73,1,1,0,54093.17,0,2.0,-1.75,1.32,-2.68,-0.82,2023-02-24,2023-09-10,113.0
